ID,linear activation function,rectified linear unit,sigmoid,gaussian error linear unit,softmax,hyperbolic tangent function,softsign function,exponential linear unit,leaky rectified linear unit
10028131001,0,0,1,0,1,0,0,0,0
10028186001,0,0,1,0,0,0,0,0,0
10028226001,0,1,0,0,0,0,0,0,0
10028302001,0,1,1,0,1,1,0,0,0
10028327001,0,1,1,0,1,1,0,0,0
10028400001,0,1,1,0,0,0,0,0,0
10028591001,0,0,1,0,1,1,0,0,0
10028681001,0,0,0,0,1,0,0,0,0
10028694001,0,0,0,0,1,0,0,0,0
10028706001,0,1,0,0,0,0,0,0,0
10028712001,0,1,0,0,1,0,0,0,0
10028749001,0,0,0,0,1,0,0,0,0
10028784001,0,0,1,0,1,1,0,0,0
10028837001,0,0,0,0,0,1,0,0,0
10028847001,0,1,0,0,0,1,0,0,0
10028879001,0,1,0,0,0,0,0,0,0
10028901001,0,0,1,0,0,0,0,0,0
10028930001,0,0,1,0,0,0,0,0,0
10028931001,0,0,0,0,1,0,0,0,0
10028937001,0,0,1,0,0,0,0,0,0
10028946001,0,1,0,0,0,0,0,0,0
10029021001,0,0,0,0,1,0,0,0,0
10029034001,0,0,1,0,0,0,0,0,0
10029044001,0,0,1,0,0,0,0,0,0
10029067001,0,0,1,0,0,0,0,0,0
10029077001,0,0,1,0,0,0,0,0,0
10029099001,0,1,0,0,0,0,0,0,0
10029101001,0,1,0,0,0,0,0,0,0
10029105001,0,0,1,0,0,0,0,0,0
10029127001,0,1,0,0,1,0,0,0,0
10029134001,0,0,1,0,1,0,0,0,0
10029151001,0,0,1,0,0,0,0,0,0
10029270001,0,1,1,0,0,0,0,0,0
10029288001,0,0,0,0,1,0,0,0,0
10029327001,0,1,1,0,0,0,0,0,0
10029345001,0,1,0,0,0,0,0,0,0
10029360001,0,0,1,0,0,0,0,0,0
10029448001,0,0,1,0,0,0,0,0,0
10029454001,0,1,1,0,0,0,0,0,0
10029480001,0,0,1,0,0,0,0,0,0
10029495001,0,0,0,0,1,0,0,0,0
10029511001,0,0,1,0,0,0,0,0,0
10029518001,0,0,0,0,0,1,0,0,0
10029520001,0,1,0,0,0,1,0,0,0
10029527001,0,1,0,0,1,0,0,0,0
10029625001,0,0,0,0,1,1,0,0,0
10029644001,0,0,1,0,1,0,0,0,0
10029652001,0,0,0,0,1,0,0,0,0
10029689001,0,1,0,0,0,0,0,0,0
10029707001,0,0,1,0,0,0,0,0,0
10029735001,0,1,0,0,0,1,0,0,0
10029778001,0,0,1,0,0,0,0,0,0
10029807001,0,0,0,0,1,0,0,0,0
10029845001,0,1,0,0,1,0,0,0,0
10029868001,0,0,1,0,1,0,0,0,0
10029874001,0,0,1,0,1,0,0,0,0
10029879001,0,1,0,0,0,0,0,0,0
10029888001,0,0,1,0,0,0,0,0,0
10029909001,0,0,0,0,1,0,0,0,0
10029928001,0,0,0,0,1,0,0,0,0
10029961001,0,0,0,0,1,0,0,0,0
10029964001,0,0,0,0,1,0,0,0,0
10029973001,0,0,0,0,1,0,0,0,0
10030038001,0,0,1,0,0,0,0,0,0
10030048001,0,0,1,0,1,1,0,0,0
10030058001,0,0,1,0,0,0,0,0,0
10030076001,0,1,0,0,1,0,0,0,0
10030099001,0,1,0,0,0,0,0,0,0
10030113001,0,1,1,0,0,1,0,0,0
10030124001,0,1,0,0,0,0,0,0,0
10030164001,0,0,0,0,1,0,0,0,0
10030197001,0,0,0,0,1,0,0,0,0
10030219001,0,0,1,0,1,0,0,0,0
10030228001,0,0,1,0,0,1,0,0,0
10030229001,0,0,0,0,1,0,0,0,0
10030284001,0,1,0,0,1,0,0,0,0
10030312001,0,0,1,0,1,0,0,0,0
10030323001,0,1,1,0,0,0,0,0,0
10030371001,0,0,1,0,0,0,0,0,0
10030384001,0,1,0,0,1,0,0,0,0
10030418001,0,0,1,0,0,0,0,0,0
10030518001,0,0,0,0,1,0,0,0,0
10030538001,0,1,0,0,1,0,0,0,0
10030557001,0,1,1,0,0,0,0,0,0
10030562001,0,0,0,0,1,1,0,0,0
10030600001,0,0,1,0,0,0,0,0,0
10030604001,0,0,0,0,1,0,0,0,0
10030606001,0,0,1,0,0,0,0,0,0
10030617001,0,1,0,0,0,0,0,0,0
10030636001,0,1,0,0,1,0,0,0,0
10030656001,0,1,0,0,1,0,0,0,0
10030727001,0,0,0,0,0,1,0,0,0
10030731001,0,0,0,0,1,0,0,0,0
10030752001,0,1,1,0,1,0,0,0,0
10030756001,0,1,0,0,1,0,0,0,0
10030782001,0,0,1,0,0,0,0,0,0
10030809001,0,0,1,0,1,0,0,0,0
10030833001,0,0,0,0,1,0,0,0,0
10030858001,0,1,0,0,0,0,0,0,0
10030918001,0,0,1,0,0,0,0,0,0
10030955001,0,1,0,0,1,1,0,0,0
10030971001,0,0,0,0,1,0,0,0,0
10030997001,0,1,0,0,0,1,0,0,0
10031009001,0,1,0,0,0,0,0,0,0
10031014001,0,1,0,0,0,0,0,0,0
10031058001,0,0,1,0,0,1,0,0,0
10031072001,0,1,0,0,0,0,0,0,0
10031083001,0,1,0,0,0,0,0,0,0
10031101001,0,1,0,0,0,0,0,0,0
10031124001,0,1,0,0,1,0,0,0,0
10031137001,0,0,0,0,1,0,0,0,0
10031209001,0,1,0,0,0,0,0,0,0
10031241001,0,0,1,0,0,0,0,0,0
10031246001,0,0,1,0,0,0,0,0,0
10031293001,0,1,0,0,0,0,0,0,0
10031331001,0,0,1,0,0,0,0,0,0
10031341001,0,0,0,0,1,0,0,0,0
10031383001,0,1,0,0,0,0,0,0,0
10031386001,0,1,0,0,0,0,0,0,0
10031397001,0,1,0,0,0,0,0,0,0
10031448001,0,0,0,0,1,0,0,0,0
10031449001,0,0,1,0,0,0,0,0,0
10031490001,0,0,1,0,0,0,0,0,0
10031582001,0,1,0,0,1,0,0,0,0
10031595001,0,1,1,0,0,0,0,0,0
10031671001,0,0,1,0,0,0,0,0,0
10031676001,0,0,1,0,0,0,0,0,0
10031721001,0,1,0,0,0,1,0,0,0
10031775001,0,1,0,0,1,0,0,0,0
10031782001,0,1,0,0,1,0,0,0,0
10031859001,0,1,0,0,0,0,0,0,0
10031931001,0,1,0,0,0,0,0,0,0
10031943001,0,1,1,0,0,0,0,0,0
10031951001,0,0,1,0,0,0,0,0,0
10031979001,0,1,0,0,1,0,0,0,0
10032010001,0,1,0,0,1,0,0,0,0
10032070001,0,1,1,0,1,0,0,0,0
10032085001,0,1,0,0,1,0,0,0,0
10032124001,0,1,0,0,0,0,0,0,0
10032141001,0,0,1,0,0,0,0,0,0
10032150001,0,1,1,0,0,1,0,0,0
10032166001,0,1,1,0,0,1,0,0,0
10032170001,0,1,0,0,0,0,0,0,0
10032171001,0,1,1,0,0,0,0,0,0
10032185001,0,1,0,0,0,0,0,0,0
10032206001,0,0,1,0,0,0,0,0,0
10032233001,0,1,1,0,1,0,0,0,0
10032234001,0,1,0,0,1,1,0,0,0
10032247001,0,0,0,0,1,0,0,0,0
10032256001,0,0,1,0,1,0,0,0,0
10032286001,0,0,1,0,1,0,0,0,0
10032287001,0,1,0,0,1,0,0,0,0
10032316001,0,1,0,0,0,0,0,0,0
10032328001,0,1,0,0,1,1,0,0,0
10032335001,0,0,0,0,1,0,0,0,0
10032377001,0,0,1,0,0,0,0,0,0
10032397001,0,1,1,0,0,0,0,0,0
10032405001,0,1,1,0,1,0,0,0,0
10032441001,0,0,1,0,0,0,0,0,0
10032512001,0,1,1,0,1,0,0,0,0
10032543001,0,0,0,0,1,0,0,0,0
10032545001,0,1,1,0,0,1,0,0,0
10032589001,0,0,1,0,1,0,0,0,0
10032629001,0,0,0,0,1,0,0,0,0
10032648001,0,1,0,0,0,0,0,0,0
10032723001,0,0,0,0,1,0,0,0,0
10032735001,0,1,0,0,0,0,0,0,0
10032762001,0,1,0,0,1,0,0,0,0
10032806001,0,1,0,0,0,0,0,0,0
10032824001,0,1,0,0,0,0,0,0,0
10032903001,0,0,1,0,0,0,0,0,0
10032918001,0,0,1,0,0,0,0,0,0
10032954001,0,0,0,0,1,1,0,0,0
10032979001,0,0,1,0,0,0,0,0,0
10033001001,0,0,0,0,1,0,0,0,0
10033025001,0,0,0,0,1,0,0,0,0
10033072001,0,1,0,0,0,0,0,0,0
10033133001,0,0,0,0,1,0,0,0,0
10033136001,0,0,0,0,1,0,0,0,0
10033180001,0,1,0,0,0,0,0,0,0
10033183001,0,0,0,0,1,0,0,1,0
10033188001,0,1,0,0,0,0,0,0,0
10033227001,0,1,0,0,0,0,0,0,0
10033231001,0,0,1,0,0,0,0,0,0
10033242001,0,1,0,0,0,0,0,0,0
10033246001,0,0,0,0,1,0,0,0,0
10033265001,0,0,1,0,0,0,0,0,0
10033270001,0,0,0,0,1,0,0,0,0
10033275001,0,1,1,0,1,0,0,0,0
10033335001,0,1,0,0,1,0,0,0,0
10033364001,0,1,0,0,1,0,0,0,0
10033386001,0,0,1,0,0,0,0,0,0
10033389001,0,0,1,0,0,0,0,0,0
10033402001,0,0,1,0,1,1,0,0,0
10033418001,0,1,0,0,0,0,0,0,0
10033467001,0,1,0,0,1,0,0,0,0
10033468001,0,1,0,0,1,0,0,0,0
10033484001,0,0,0,0,0,1,0,0,0
10033500001,0,0,1,0,0,0,0,0,0
10033503001,0,0,1,0,0,1,0,0,0
10033557001,0,0,0,0,1,0,0,0,0
10033602001,0,1,1,0,0,0,0,0,0
10033609001,0,1,0,0,1,0,0,0,0
10033613001,0,0,0,0,1,0,0,0,0
10033687001,0,1,0,0,0,0,0,0,0
10033690001,0,1,0,0,0,0,0,0,0
10033723001,0,1,0,0,1,0,0,0,0
10033816001,0,1,0,0,1,0,0,0,0
10033822001,0,0,0,0,1,0,0,0,0
10033842001,0,1,1,0,0,0,0,0,0
10033855001,0,1,0,0,1,0,0,0,0
10033884001,1,0,1,0,0,1,0,0,0
10033897001,0,0,0,0,1,0,0,0,0
10033902001,0,0,1,0,0,0,0,0,0
10033925001,0,0,1,0,0,0,0,0,0
10033954001,0,0,0,0,0,1,0,0,0
10034080001,0,1,0,0,0,0,0,0,0
10034094001,0,0,0,0,1,0,0,0,0
10034111001,0,1,0,0,0,0,0,0,0
10034142001,0,0,1,0,1,1,0,0,0
10034149001,0,0,1,0,1,0,0,0,0
10034166001,0,0,0,0,1,0,0,0,0
10034176001,0,1,1,0,0,0,0,0,0
10034186001,0,0,1,0,0,0,0,0,0
10034196001,0,0,1,0,1,0,0,0,0
10034202001,0,0,1,0,0,0,0,0,0
10034223001,0,1,0,0,1,1,0,0,0
10034236001,0,1,1,0,0,1,0,0,0
10034263001,0,0,0,0,1,0,0,0,0
10034286001,0,1,0,0,0,0,0,0,0
10034295001,0,0,1,0,0,0,0,0,0
10034298001,0,1,0,0,0,0,0,0,0
10034321001,0,1,0,0,1,1,0,0,0
10034340001,0,0,0,0,1,0,0,0,0
10034346001,0,0,0,0,0,1,0,0,0
10034351001,0,0,1,0,0,0,0,0,0
10034355001,0,1,0,0,0,0,0,0,0
10034368001,0,1,0,0,1,0,0,0,0
10034397001,0,0,1,0,1,0,0,0,0
10034434001,0,1,1,0,0,1,0,0,0
10034463001,0,0,0,0,0,1,0,0,0
10034487001,0,0,1,0,0,0,0,0,0
10034511001,0,1,0,0,0,0,0,0,0
10034512001,0,1,0,0,0,0,0,0,0
10034538001,0,1,1,0,0,1,0,0,0
10034550001,0,1,0,0,1,0,0,0,0
10034572001,0,0,1,0,0,0,0,0,0
10034574001,0,1,0,0,1,0,0,0,0
10034575001,0,0,1,0,1,1,0,0,0
10034595001,1,0,0,0,0,1,0,0,0
10034597001,0,1,1,0,1,0,0,0,0
10034631001,0,1,0,0,0,0,0,0,0
10034640001,0,1,0,0,1,0,0,0,0
10034652001,0,0,1,0,1,0,0,0,0
10034675001,0,1,0,0,1,0,0,0,0
10034691001,0,0,1,0,0,1,0,0,0
10034699001,0,1,0,0,0,0,0,0,0
10034710001,0,1,0,0,0,0,0,0,0
10034795001,0,0,1,0,0,0,0,0,0
10034808001,0,0,0,0,1,0,0,0,0
10034812001,1,0,0,0,0,0,0,0,0
10034941001,0,1,0,0,0,0,0,0,0
10035002001,0,0,1,0,0,0,0,0,0
10035019001,0,1,0,0,0,0,0,0,0
10035050001,0,1,0,0,1,0,0,0,0
10035051001,0,0,0,0,1,0,0,0,0
10035073001,0,1,0,0,0,0,0,0,0
10035082001,0,0,0,0,1,0,0,0,0
10035086001,0,1,1,0,1,0,0,0,0
10035102001,0,1,1,0,0,0,0,0,0
10035105001,0,0,0,0,1,1,0,0,0
10035130001,0,1,0,0,0,0,0,0,0
10035131001,0,1,0,0,0,0,0,0,0
10035171001,0,1,1,0,0,0,0,0,0
10035197001,0,0,0,0,1,0,0,0,0
10035201001,0,1,1,0,1,1,0,0,0
10035243001,0,0,0,0,1,0,0,0,0
10035247001,0,1,0,0,0,0,0,0,0
10035251001,0,1,0,0,1,1,0,0,0
10035267001,0,0,1,0,0,0,0,0,0
10035272001,0,0,1,0,1,1,0,0,0
10035275001,0,1,0,0,0,0,0,0,0
10035281001,0,1,1,0,0,0,0,0,0
10035328001,0,0,1,0,0,1,0,0,0
10035342001,0,0,0,0,1,0,0,0,0
10035396001,0,0,1,0,0,0,0,0,0
10035473001,0,1,0,0,0,0,0,0,0
10035517001,0,0,1,0,0,0,0,0,0
10035523001,0,0,0,0,1,0,0,0,0
10035564001,0,1,1,0,0,0,0,0,0
10035565001,0,1,0,0,0,0,0,0,0
10035567001,0,0,0,0,1,0,0,0,0
10035627001,0,0,0,0,1,0,0,0,0
10035649001,0,0,0,0,1,0,0,0,0
10035663001,0,0,0,0,1,0,0,0,0
10035664001,0,1,1,0,0,0,0,0,0
10035675001,0,1,0,0,1,0,0,0,0
10035684001,0,0,0,0,1,1,0,0,0
10035701001,0,0,1,0,1,1,0,0,0
10035737001,0,0,1,0,1,1,0,0,0
10035746001,0,0,0,0,1,0,0,0,0
10035807001,0,1,0,0,1,0,0,0,0
10035816001,0,1,1,0,0,0,0,0,0
10035822001,0,0,1,0,0,0,0,0,0
10035844001,0,0,1,0,0,0,0,0,0
10035848001,0,0,0,0,1,0,0,0,0
10035857001,0,1,0,0,0,0,0,0,0
10035914001,0,1,1,0,1,0,0,0,0
10035924001,0,0,1,0,0,0,0,0,0
10035939001,0,0,0,0,1,1,0,0,0
10035962001,0,1,0,0,1,0,0,0,0
10035966001,0,0,1,0,0,0,0,0,0
10035984001,0,1,0,0,0,0,0,0,0
10035989001,0,0,0,0,1,1,0,0,0
10036007001,0,0,0,0,1,0,0,0,0
10036008001,0,0,0,0,1,0,0,0,0
10036022001,0,1,1,0,0,0,0,0,0
10036030001,0,1,0,0,0,0,0,0,0
10036091001,0,1,0,0,0,0,0,0,0
10036096001,0,1,0,0,1,0,0,0,0
10036118001,0,0,1,0,0,0,0,0,0
10036133001,0,1,0,0,0,0,0,0,0
10036136001,0,1,1,0,1,1,0,0,0
10036147001,0,1,1,0,0,0,0,0,0
10036205001,0,1,0,0,1,1,0,0,0
10036290001,0,0,0,0,0,1,0,0,0
10036295001,1,1,0,0,0,0,0,0,0
10036306001,0,0,0,0,1,0,0,0,0
10036307001,0,1,0,0,0,0,0,0,0
10036317001,0,1,0,0,0,0,0,0,0
10036347001,0,0,0,0,1,0,0,0,0
10036395001,0,0,0,0,1,0,0,0,0
10036402001,0,1,0,0,1,0,0,0,0
10036431001,0,0,1,0,0,0,0,0,0
10036452001,0,0,1,0,1,1,0,0,0
10036465001,0,1,0,0,0,0,0,0,0
10036467001,0,0,1,0,1,0,0,0,0
10036609001,0,0,1,0,0,0,0,0,0
10036653001,0,0,1,0,0,0,0,0,0
10036665001,0,0,1,0,0,0,0,0,0
10036671001,0,1,0,0,0,0,0,0,0
10036704001,0,1,0,0,1,0,0,0,0
10036725001,0,0,0,0,1,0,0,0,0
10036728001,0,0,0,0,1,0,0,0,0
10036729001,0,0,1,0,0,0,0,0,0
10036780001,0,1,0,0,0,0,0,0,0
10036789001,0,1,0,0,0,0,0,0,0
10036792001,0,0,0,0,1,0,0,0,0
10036806001,0,1,0,0,1,0,0,0,0
10036842001,0,1,0,0,0,0,0,0,0
10036843001,0,0,0,0,1,0,0,0,0
10036847001,0,0,0,0,1,0,0,0,0
10036895001,0,1,0,0,1,0,0,0,0
10036934001,0,0,0,0,1,1,0,0,0
10036951001,0,0,1,0,1,1,0,0,0
10036957001,0,0,0,0,1,1,0,0,0
10036992001,0,0,0,0,1,0,0,0,0
10036994001,0,0,0,0,1,0,0,0,0
10037004001,0,0,0,0,1,0,0,0,0
10037018001,0,1,1,0,0,0,0,0,0
10037034001,0,1,0,0,0,0,0,0,0
10037037001,0,0,1,0,0,0,0,0,0
10037072001,0,1,0,0,1,0,0,0,0
10037087001,0,1,0,0,0,0,0,0,0
10037100001,0,1,0,0,1,0,0,0,0
10037151001,0,1,0,0,1,0,0,0,0
10037164001,0,0,0,0,0,1,0,0,0
10037209001,0,0,1,0,1,0,0,0,0
10037216001,0,0,0,0,1,1,0,0,0
10037220001,0,0,0,0,1,0,0,0,0
10037237001,0,0,0,0,1,0,0,0,0
10037256001,0,1,0,0,0,0,0,0,0
10037305001,0,0,1,0,0,0,0,0,0
10037379001,0,0,0,0,0,1,0,0,0
10037415001,0,1,0,0,1,0,0,0,0
10037439001,0,1,1,0,0,1,0,0,0
10037452001,0,1,0,0,0,0,0,0,0
10037462001,0,1,0,0,0,0,0,0,0
10037466001,0,0,1,0,0,0,0,0,0
10037493001,0,0,1,0,0,0,0,0,0
10037496001,0,0,1,0,1,0,0,0,0
10037502001,0,1,0,0,1,0,0,0,0
10037508001,0,0,0,0,1,0,0,0,0
10037510001,0,1,1,0,0,0,0,0,0
10037514001,0,1,1,0,1,0,0,0,0
10037544001,0,1,0,0,1,0,0,0,0
10037564001,0,1,0,0,1,0,0,0,0
10037585001,0,1,0,0,1,0,0,0,0
10037597001,0,0,0,0,1,0,0,0,0
10037601001,0,1,1,0,0,1,0,0,0
10037603001,0,1,1,0,1,0,0,0,0
10037627001,0,0,1,0,1,0,0,0,0
10037635001,0,0,1,0,0,0,0,0,0
10037646001,0,1,1,0,1,0,0,0,0
10037661001,0,0,0,0,1,1,0,0,0
10037739001,0,1,0,0,1,0,0,0,0
10037752001,0,1,1,0,0,1,0,0,0
10037757001,0,0,1,0,1,0,0,0,0
10037778001,0,1,0,0,1,0,0,0,0
10037788001,0,1,0,0,0,0,0,0,0
10037807001,0,1,0,0,0,1,0,0,0
10037824001,0,1,0,0,0,0,0,0,0
10037846001,0,1,1,0,0,0,0,0,0
10037848001,0,0,0,0,1,0,0,0,0
10037856001,0,0,1,0,0,0,0,0,0
10037857001,0,0,0,0,1,0,0,0,0
10037906001,0,1,0,0,0,0,0,0,0
10037925001,0,0,0,0,1,0,0,1,0
10037926001,0,1,0,0,0,0,0,1,0
10038059001,0,0,0,0,1,0,0,0,0
10038090001,0,1,0,0,1,0,0,0,0
10038092001,0,1,0,0,0,1,0,0,0
10038098001,0,1,0,0,0,0,0,0,0
10038127001,0,1,0,0,1,0,0,0,0
10038137001,0,1,1,0,0,1,0,0,0
10038182001,0,1,0,0,0,1,0,0,0
10038183001,0,1,0,0,0,0,0,0,0
10038188001,0,0,1,0,1,1,0,0,0
10038226001,0,1,0,0,1,0,0,0,0
10038259001,0,1,0,0,0,0,0,0,0
10038288001,0,0,0,0,0,1,0,0,0
10038308001,0,1,0,0,1,0,0,0,0
10038312001,0,1,0,0,1,0,0,0,0
10038331001,0,0,0,0,1,0,0,0,0
10038336001,0,1,1,0,0,1,0,0,0
10038365001,0,0,0,0,1,0,0,0,0
10038382001,0,0,0,0,1,0,0,0,0
10038563001,0,1,0,0,1,0,0,0,0
10038640001,0,0,1,0,1,0,0,0,0
10038652001,0,0,0,0,1,0,0,0,0
10038654001,0,0,1,0,0,0,0,0,0
10038668001,0,1,0,0,0,1,0,0,0
10038675001,0,1,0,0,0,0,0,0,0
10038677001,0,0,1,0,0,0,0,0,0
10038682001,0,1,0,0,0,0,0,0,0
10038685001,0,0,1,0,0,0,0,0,0
10038701001,0,1,1,0,0,1,0,1,0
10038727001,0,0,1,0,0,0,0,0,0
10038729001,0,1,0,0,1,0,0,0,0
10038769001,0,1,1,0,0,1,0,1,0
10038786001,0,0,1,0,0,0,0,0,0
10038787001,0,1,0,0,0,0,0,1,0
10038797001,0,1,0,0,0,0,0,0,0
10038806001,0,1,0,0,0,0,0,0,0
10038814001,0,0,0,0,1,0,0,0,0
10038840001,0,1,0,0,1,0,0,0,0
10038848001,0,1,0,0,1,0,0,0,0
10038870001,0,0,1,0,0,1,0,0,0
10038882001,0,1,0,0,0,1,0,0,0
10038885001,0,1,0,0,0,1,0,0,0
10038891001,0,1,1,0,0,1,0,0,0
10038908001,0,0,1,0,0,1,0,0,0
10038914001,0,1,0,0,0,0,0,0,0
10038919001,0,1,0,0,0,0,0,0,0
10038969001,0,0,1,0,0,0,0,0,0
10038970001,0,0,0,0,1,0,0,0,0
10038996001,0,1,1,0,0,1,0,0,0
10039000001,0,0,1,0,0,0,0,0,0
10039024001,0,0,0,0,1,1,0,0,0
10039032001,0,1,0,0,1,0,0,0,0
10039043001,0,1,0,0,1,0,0,0,0
10039079001,0,1,0,0,0,1,0,0,0
10039087001,0,1,0,0,1,1,0,0,0
10039110001,0,1,1,0,0,0,0,0,0
10039123001,0,0,1,0,1,1,0,0,0
10039147001,0,0,0,0,0,0,0,1,0
10039152001,0,0,0,0,1,0,0,0,0
10039158001,0,1,0,0,0,0,0,0,0
10039196001,0,0,1,0,1,0,0,0,0
10039212001,0,1,0,0,1,0,0,0,0
10039237001,0,0,0,0,1,0,0,0,0
10039257001,0,1,0,0,0,0,0,0,0
10039264001,0,1,1,0,0,1,0,0,0
10039294001,0,0,0,0,1,0,0,0,0
10039303001,0,0,0,0,1,0,0,0,0
10039310001,0,0,1,0,0,0,0,0,0
10039333001,0,1,1,0,0,1,0,0,0
10039336001,0,1,1,0,0,0,0,0,0
10039347001,0,0,0,0,0,1,0,0,0
10039349001,0,0,0,0,1,0,0,0,0
10039366001,0,0,1,0,0,0,0,0,0
10039371001,0,1,0,0,1,0,0,0,0
10039376001,0,0,0,0,1,0,0,0,0
10039394001,0,0,1,0,0,0,0,0,0
10039438001,0,0,1,0,0,0,0,0,0
10039462001,0,1,1,0,0,1,0,0,0
10039513001,0,1,0,0,1,0,0,0,0
10039523001,0,1,0,0,1,0,0,0,0
10039525001,0,0,0,0,1,1,0,0,0
10039529001,0,1,0,0,1,0,0,0,0
10039542001,0,0,0,0,1,0,0,0,0
10039576001,0,1,0,0,0,0,0,0,0
10039584001,0,0,0,0,0,1,0,0,0
10039603001,0,1,0,0,0,0,0,0,0
10039607001,0,0,1,0,0,1,0,0,0
10039650001,0,0,1,0,0,0,0,0,0
10039667001,0,1,1,0,0,0,0,0,0
10039682001,0,1,0,0,1,0,0,0,0
10039695001,0,0,1,0,0,0,0,0,0
10039708001,0,0,0,0,1,0,0,0,0
10039717001,0,0,1,0,0,0,0,0,0
10039728001,0,0,0,0,1,0,0,0,0
10039750001,0,0,1,0,1,1,0,0,0
10039774001,0,0,1,0,0,1,0,0,0
10039779001,0,0,0,0,1,0,0,0,0
10039780001,0,1,1,0,0,0,0,1,0
10039802001,0,0,1,0,0,0,0,0,0
10039814001,0,0,1,0,0,0,0,0,0
10039816001,0,1,0,0,0,0,0,0,0
10039825001,0,0,1,0,0,0,0,0,0
10039827001,0,1,1,0,0,0,0,0,0
10039836001,0,1,0,0,1,0,0,0,0
10039872001,0,1,0,0,0,0,0,0,0
10039875001,0,0,0,0,1,0,0,0,0
10039889001,0,1,1,0,0,0,0,0,0
10039900001,0,1,1,0,1,0,0,0,0
10039909001,0,0,1,0,1,0,0,0,0
10039936001,0,1,1,0,1,0,0,0,0
10039953001,0,0,1,0,0,0,0,0,0
10040061001,0,0,0,0,1,0,0,0,0
10040100001,0,1,0,0,0,0,0,0,0
10040102001,0,0,0,0,1,0,0,0,0
10040122001,0,0,1,0,0,0,0,0,0
10040170001,0,0,1,0,0,0,0,0,0
10040180001,0,0,0,0,1,0,0,0,0
10040185001,0,1,0,0,0,0,0,0,0
10040200001,0,1,0,0,0,0,0,0,0
10040212001,0,1,1,0,0,1,0,0,0
10040215001,0,0,1,0,0,0,0,0,0
10040222001,0,1,1,0,1,1,0,0,0
10040227001,0,1,1,0,0,0,0,0,0
10040234001,0,1,0,0,0,0,0,0,0
10040242001,0,1,0,0,1,0,0,0,0
10040246001,0,0,0,0,1,0,0,0,0
10040289001,0,0,1,0,0,0,0,0,0
10040303001,0,0,0,0,1,0,0,0,0
10040314001,0,1,1,0,1,0,0,0,0
10040329001,0,0,0,0,1,0,0,0,0
10040334001,0,1,0,0,0,1,0,0,0
10040353001,0,1,0,0,1,0,0,0,0
10040364001,1,0,0,0,0,0,0,0,0
10040400001,0,1,0,0,0,0,0,0,0
10040401001,0,1,0,0,0,0,0,0,0
10040403001,0,1,0,0,0,0,0,0,0
10040407001,0,1,0,0,0,0,0,0,0
10040444001,0,1,0,0,0,0,0,0,0
10040450001,0,0,0,0,1,0,0,0,0
10040466001,0,1,0,0,1,0,0,0,0
10040493001,0,0,1,0,1,0,0,0,0
10040529001,0,1,0,0,1,0,0,0,0
10040552001,0,0,0,0,1,1,0,0,0
10040555001,0,1,0,0,0,0,0,0,0
10040587001,0,0,1,0,1,1,0,0,0
10040635001,0,1,0,0,0,0,0,0,0
10040656001,0,1,0,0,0,0,0,0,0
10040664001,0,0,0,0,1,0,0,0,0
10040788001,0,1,0,0,1,0,0,0,0
10040817001,0,0,1,0,0,0,0,0,0
10040841001,0,1,0,0,0,0,0,0,0
10040850001,0,1,1,0,0,0,0,0,0
10040862001,0,1,1,0,1,0,0,0,0
10040865001,0,0,1,0,0,1,0,0,0
10040884001,0,1,1,0,1,0,0,0,0
10040934001,0,0,1,0,0,0,0,0,0
10040992001,0,0,0,0,1,0,0,0,0
10040996001,0,1,0,0,0,0,0,1,0
10041050001,0,1,1,0,0,1,0,0,0
10041068001,0,1,1,0,1,0,0,0,0
10041091001,0,0,0,0,0,1,0,0,0
10041096001,0,1,0,0,0,0,0,0,0
10041110001,0,0,0,0,1,0,0,0,0
10041116001,0,1,1,0,1,1,0,0,0
10041121001,0,1,0,0,0,0,0,0,0
10041129001,0,1,1,0,0,0,0,0,0
10041134001,0,0,1,0,0,0,0,0,0
10041144001,0,0,0,0,0,1,0,0,0
10041182001,0,0,1,0,0,1,0,0,0
10041214001,0,0,0,0,1,0,0,0,0
10041225001,0,1,0,0,1,0,0,0,0
10041256001,0,1,0,0,0,0,0,0,0
10041286001,0,1,1,0,0,0,0,0,0
10041288001,0,1,0,0,1,0,0,0,0
10041297001,0,1,0,0,0,0,0,0,0
10041307001,0,1,1,0,1,1,0,0,0
10041370001,0,0,1,0,0,0,0,0,0
10041430001,0,1,0,0,0,0,0,0,0
10041435001,0,1,0,0,0,1,0,0,0
10041442001,0,0,0,0,1,0,0,0,0
10041484001,0,0,1,0,0,0,0,0,0
10041492001,0,0,1,0,0,1,0,0,0
10041498001,0,1,0,0,1,0,0,0,0
10041548001,0,1,0,0,1,0,0,0,0
10041562001,0,1,1,0,0,1,0,0,0
10041563001,0,0,0,0,1,0,0,0,0
10041578001,0,1,0,0,1,0,0,0,0
10041598001,0,1,0,0,0,0,0,0,0
10041606001,0,1,0,0,1,0,0,0,0
10041624001,0,1,0,0,1,0,0,0,0
10041626001,0,0,1,0,0,0,0,0,0
10041647001,0,1,0,0,0,0,0,0,0
10041660001,0,1,1,0,1,0,0,0,0
10041667001,0,1,1,0,1,0,0,0,0
10041673001,0,1,0,0,0,0,0,0,0
10041706001,0,0,1,0,1,1,0,0,0
10041723001,0,0,0,0,1,0,0,0,0
