ID,fully connected layer,recurrent layer,pooling layer,convolutional layer,deconvolutional layer,dropout layer,softmax layer,subsampling layer,gru layer
10033520001,1,0,0,1,0,0,0,0,0
10033557001,0,0,0,1,0,0,0,0,0
10033577001,0,0,0,1,0,0,0,0,0
10033602001,0,0,0,1,0,0,0,0,0
10033609001,1,0,0,1,0,0,1,0,0
10033613001,1,0,0,1,0,0,0,0,0
10033687001,1,0,0,1,0,0,0,0,0
10033690001,0,0,1,1,0,0,0,0,0
10033723001,1,0,0,1,0,0,1,0,0
10033742001,0,0,0,1,0,0,0,0,0
10033816001,1,0,0,1,0,0,0,0,0
10033822001,1,0,0,1,0,0,1,0,0
10033842001,1,0,1,1,0,0,0,0,0
10033855001,1,0,0,1,1,0,0,0,0
10033882001,1,0,0,1,0,0,0,0,0
10033884001,1,0,0,0,0,0,0,0,0
10033896001,1,0,1,1,0,0,0,0,0
10033897001,0,0,0,1,0,0,0,0,0
10033958001,1,0,0,0,0,0,0,0,0
10034124001,0,0,0,1,0,0,0,0,0
10034142001,0,0,0,1,0,0,0,0,0
10034149001,1,0,0,0,0,0,1,0,0
10034176001,0,0,0,1,0,0,0,0,0
10034196001,0,0,1,1,0,0,1,0,0
10034218001,0,0,0,0,1,0,0,0,0
10034223001,0,0,0,0,0,0,1,0,0
10034236001,1,0,0,1,0,1,0,0,0
10034283001,1,0,1,1,0,0,0,0,0
10034295001,0,1,0,0,0,0,0,0,0
10034298001,0,0,1,1,0,0,0,0,0
10034351001,1,0,0,0,0,0,0,0,0
10034355001,1,0,1,1,0,0,0,0,0
10034368001,1,0,0,1,0,0,0,0,0
10034397001,0,0,0,0,0,0,1,0,0
10034434001,0,1,0,0,0,0,0,0,0
10034473001,1,0,1,1,0,0,0,0,0
10034511001,0,0,0,1,1,0,0,0,0
10034530001,0,0,0,1,0,0,0,0,0
10034550001,1,0,1,1,0,0,1,0,0
10034574001,1,0,0,0,0,0,0,0,0
10034597001,1,0,1,1,0,0,0,0,0
10034629001,1,0,0,0,0,0,0,0,0
10034631001,0,0,1,1,0,0,0,0,0
10034640001,0,0,1,0,0,0,0,0,0
10034652001,1,1,0,0,0,0,1,0,0
10034675001,1,0,0,1,0,1,0,0,0
10034691001,0,0,1,1,0,0,0,0,0
10034728001,0,0,0,1,0,0,0,0,0
10034747001,1,0,1,1,0,0,0,0,0
10034794001,1,0,0,1,1,0,0,0,0
10034808001,0,0,1,1,0,1,0,0,0
10034841001,1,0,0,0,0,0,0,0,0
10034941001,1,0,0,1,0,0,0,0,0
10035002001,1,0,0,1,0,0,0,0,0
10035019001,1,0,1,1,0,1,0,0,0
10035050001,1,0,1,1,0,0,0,0,0
10035073001,0,0,0,1,0,0,0,0,0
10035082001,0,0,1,0,0,0,1,0,0
10035086001,0,0,0,1,0,0,1,0,0
10035089001,0,0,1,0,0,0,0,0,0
10035095001,0,0,0,1,0,0,0,0,0
10035102001,0,0,0,0,0,1,0,0,0
10035105001,0,0,0,1,0,0,0,0,0
10035130001,0,0,1,1,0,0,0,0,0
10035136001,1,0,0,0,0,0,0,0,0
10035171001,1,0,0,0,0,0,0,0,0
10035197001,1,0,0,1,0,0,0,0,0
10035201001,1,1,0,1,0,0,0,0,0
10035215001,0,0,0,0,1,0,0,0,0
10035243001,0,0,0,0,0,0,1,0,0
10035251001,0,1,0,0,0,0,0,0,0
10035272001,0,0,0,0,0,0,1,0,0
10035281001,1,0,1,0,0,0,0,0,0
10035288001,0,0,1,0,0,0,0,0,0
10035328001,1,0,0,1,0,0,0,0,0
10035473001,0,0,0,1,0,0,0,0,0
10035549001,1,0,1,1,0,0,0,0,0
10035564001,0,0,0,1,0,1,0,0,0
10035567001,0,0,0,1,0,0,0,0,0
10035627001,1,0,0,0,0,0,0,0,0
10035649001,0,0,0,0,0,0,1,0,1
10035664001,0,0,0,1,0,0,0,0,0
10035684001,0,1,0,0,0,0,0,0,1
10035733001,0,0,1,0,0,0,0,0,0
10035737001,1,0,0,0,0,0,0,0,0
10035746001,1,0,0,1,1,0,0,0,0
10035807001,1,0,0,1,0,0,1,0,0
10035816001,0,0,0,1,0,0,0,0,0
10035822001,1,0,1,1,0,0,0,0,0
10035844001,1,0,0,1,0,0,0,0,0
10035848001,1,0,1,1,0,0,0,0,0
10035857001,1,0,0,0,0,0,0,0,0
10035914001,0,0,1,1,0,0,0,0,0
10035920001,1,0,0,1,0,0,0,0,0
10035924001,0,0,0,1,0,0,0,0,0
10035927001,0,0,0,1,0,0,0,0,0
10035939001,0,0,0,0,0,0,0,0,1
10035962001,0,0,0,1,0,0,0,0,0
10035966001,0,0,0,0,0,0,0,0,1
10035984001,0,0,0,1,0,0,0,0,0
10035989001,0,0,0,0,0,0,0,0,1
10036007001,1,0,0,0,0,0,0,0,0
10036008001,0,0,0,1,0,0,1,0,0
10036022001,0,0,0,1,0,0,0,0,0
10036030001,0,0,0,1,0,0,0,0,0
10036058001,0,0,0,1,0,0,0,0,0
10036096001,1,0,1,1,0,0,0,0,0
10036136001,1,1,1,1,0,0,0,0,0
10036155001,1,0,0,0,0,0,0,0,0
10036174001,0,0,0,1,0,0,0,0,0
10036178001,0,0,0,0,0,0,0,0,1
10036290001,0,0,1,0,0,0,0,0,0
10036307001,0,0,0,1,0,0,0,0,0
10036317001,0,0,0,1,0,0,0,0,0
10036347001,1,0,1,0,0,0,0,0,0
10036395001,0,0,1,0,0,1,0,0,0
10036402001,1,0,0,1,0,1,1,0,0
10036414001,1,0,0,0,0,0,0,0,0
10036455001,1,0,1,0,0,0,0,0,0
10036465001,1,0,1,1,0,0,0,0,0
10036467001,0,0,0,1,0,0,0,0,0
10036519001,1,0,0,0,0,0,0,0,0
10036616001,1,0,0,0,0,0,0,0,0
10036671001,1,0,0,1,0,0,0,0,0
10036704001,0,0,0,0,0,0,1,0,0
10036723001,0,0,0,1,0,0,0,0,0
10036725001,1,0,0,0,0,0,0,0,1
10036729001,0,0,1,1,0,0,0,0,0
10036780001,1,0,1,1,0,0,0,0,0
10036788001,0,0,0,1,0,0,0,0,0
10036789001,1,0,0,1,0,0,0,0,0
10036792001,1,0,0,1,0,0,0,0,0
10036842001,1,0,0,1,0,0,0,0,0
10036843001,1,0,1,1,0,0,1,0,0
10036847001,0,0,0,1,0,0,0,0,0
10036895001,1,0,0,1,0,0,0,0,0
10036899001,0,0,0,1,0,0,0,0,0
10036905001,0,0,1,1,0,0,0,0,0
10036951001,0,0,0,0,0,0,1,0,0
10036957001,1,0,0,1,0,0,1,0,0
10036992001,1,0,0,0,0,0,0,0,0
10037004001,1,0,0,1,0,0,1,0,0
10037018001,0,0,0,1,0,0,0,0,0
10037030001,1,0,0,1,0,0,0,0,0
10037034001,0,0,1,1,0,0,0,0,0
10037037001,0,0,0,1,0,0,0,0,0
10037072001,0,0,0,1,0,0,0,0,0
10037100001,1,0,0,0,0,0,0,0,0
10037150001,0,0,0,1,0,0,0,0,0
10037151001,1,0,0,1,0,0,0,1,0
10037220001,0,0,0,0,0,0,1,0,0
10037237001,1,0,1,1,0,0,0,0,0
10037256001,1,0,0,1,0,0,0,0,0
10037305001,1,0,0,1,0,0,0,0,0
10037415001,1,0,0,0,0,0,0,0,0
10037439001,1,0,0,1,0,0,0,0,0
10037452001,0,0,0,1,0,0,0,0,0
10037462001,1,1,0,1,0,0,0,0,0
10037496001,1,0,0,0,0,0,1,0,0
10037502001,1,0,1,1,0,1,0,0,0
10037508001,1,0,0,1,0,0,0,0,0
10037514001,0,0,0,1,0,0,0,0,0
10037544001,1,0,1,1,0,0,1,0,0
10037564001,1,0,0,1,0,0,0,0,0
10037585001,0,0,0,1,0,0,0,0,0
10037597001,0,0,1,0,0,0,0,0,0
10037601001,1,0,0,1,0,0,0,0,0
10037605001,0,0,0,1,0,0,0,0,0
10037627001,0,0,0,0,0,0,1,0,0
10037646001,1,0,0,1,0,0,0,0,0
10037661001,1,0,0,1,0,0,0,0,0
10037739001,0,0,0,1,0,0,0,0,0
10037757001,0,0,0,0,0,0,1,0,0
10037778001,1,0,0,0,0,0,0,0,0
10037807001,1,0,0,0,0,0,0,0,0
10037816001,0,0,0,1,0,0,0,0,0
10037848001,1,0,1,0,0,0,0,0,0
10037857001,0,0,0,1,0,0,0,0,0
10037906001,0,0,0,1,0,0,0,0,0
10037925001,1,0,1,1,0,0,0,0,0
10037926001,1,0,0,0,0,0,0,0,0
10037927001,0,0,0,1,1,0,0,0,0
10038059001,0,0,0,1,0,0,1,0,0
10038090001,1,0,1,1,0,0,0,0,0
10038092001,1,0,0,1,1,0,0,0,0
10038098001,1,0,0,1,0,0,0,0,0
10038127001,0,0,0,1,0,1,0,0,0
10038137001,0,0,1,1,0,0,0,0,0
10038149001,1,0,0,1,0,0,0,0,0
10038182001,0,0,0,1,0,0,0,0,0
10038183001,1,0,0,1,0,0,0,0,0
10038210001,1,0,1,1,0,0,0,0,0
10038226001,1,0,1,1,0,0,0,0,0
10038259001,0,0,1,1,0,0,0,0,0
10038274001,0,0,0,1,0,0,0,0,0
10038308001,0,0,0,1,0,0,0,0,0
10038312001,0,0,1,1,0,0,0,0,0
10038331001,0,0,0,1,0,0,0,0,0
10038335001,0,0,0,1,0,0,0,0,0
10038346001,0,0,0,1,0,0,0,0,0
10038365001,1,0,0,1,0,0,0,0,0
10038382001,1,0,1,1,0,1,1,0,0
10038467001,0,0,0,1,0,0,0,0,0
10038508001,0,0,1,1,0,0,0,0,0
10038521001,0,0,0,1,0,0,0,0,0
10038563001,0,0,0,1,0,0,0,0,0
10038652001,1,0,0,1,0,0,0,0,0
10038654001,0,0,0,1,0,0,0,0,0
10038658001,1,0,0,1,0,0,0,0,0
10038668001,1,0,0,1,0,0,0,0,0
10038675001,0,0,1,1,0,1,0,0,0
10038677001,1,0,0,0,0,0,0,0,0
10038702001,1,0,0,1,0,0,0,0,0
10038729001,1,0,0,0,0,0,1,0,0
10038750001,1,0,0,0,0,0,0,0,0
10038769001,0,0,0,1,1,0,0,0,0
10038787001,0,0,1,1,0,0,0,0,0
10038797001,1,0,0,0,0,0,0,0,0
10038806001,1,0,1,1,0,0,0,0,0
10038815001,0,0,0,1,0,0,0,0,0
10038840001,1,1,1,1,0,0,0,0,0
10038848001,0,0,1,1,0,0,0,0,0
10038882001,1,0,1,1,0,0,0,0,0
10038891001,1,0,1,0,0,0,0,0,0
10038914001,0,0,0,1,0,0,0,0,0
10038915001,1,0,1,1,0,1,0,0,0
10038918001,1,0,0,1,0,0,0,0,0
10038919001,1,0,0,0,0,0,0,0,0
10038964001,0,0,0,1,0,0,0,0,0
10039000001,0,0,1,1,0,0,0,0,0
10039004001,1,0,0,1,0,0,0,0,0
10039024001,0,1,0,0,0,0,1,0,0
10039032001,1,1,0,0,0,0,1,0,0
10039043001,1,0,0,0,0,0,0,0,0
10039079001,0,0,0,1,0,0,0,0,0
10039110001,1,0,0,1,0,0,0,0,0
10039123001,0,0,0,0,0,0,1,0,0
10039152001,0,0,0,1,0,0,0,0,0
10039203001,0,0,0,1,0,0,0,0,0
10039237001,1,0,0,0,0,0,1,0,0
10039257001,0,0,0,1,0,0,0,0,0
10039264001,0,0,1,1,0,0,0,0,0
10039336001,0,0,0,1,0,0,0,0,0
10039371001,1,0,1,1,0,0,1,0,0
10039376001,1,0,1,1,0,0,0,0,0
10039383001,0,0,0,1,0,1,0,0,0
10039461001,0,0,0,1,0,0,0,0,0
10039462001,0,0,0,1,0,0,0,0,0
10039513001,0,0,1,1,0,1,0,0,0
10039523001,0,0,0,1,0,0,0,0,0
10039525001,1,0,0,0,0,0,0,0,0
10039529001,0,0,0,1,0,0,0,0,0
10039542001,0,0,0,0,0,0,1,0,0
10039575001,1,0,0,0,0,0,0,0,0
10039576001,0,0,1,1,1,0,0,0,0
10039603001,1,0,0,1,0,1,0,0,0
10039607001,1,0,0,1,0,0,0,0,0
10039650001,1,0,0,0,0,1,0,0,0
10039667001,1,1,0,0,0,0,0,0,0
10039682001,1,0,0,1,0,0,0,0,0
10039696001,1,0,0,0,0,1,0,0,0
10039708001,1,0,0,1,0,0,0,0,0
10039728001,1,0,1,1,0,0,0,0,0
10039748001,0,0,0,1,0,0,0,0,0
10039750001,0,0,1,1,0,0,0,0,0
10039779001,1,0,1,1,0,0,1,0,0
10039780001,1,0,0,1,0,0,0,0,0
10039816001,0,0,0,1,0,0,0,0,0
10039825001,0,0,1,0,0,0,0,0,0
10039827001,1,0,0,1,0,0,0,0,0
10039836001,0,0,1,1,0,0,1,0,0
10039872001,0,0,0,1,0,0,0,0,0
10039889001,0,0,0,1,0,0,0,0,0
10039900001,1,0,1,1,0,1,0,0,0
10039953001,1,0,0,1,0,0,0,0,0
10039999001,1,0,0,0,0,0,0,0,0
10040020001,1,0,0,1,0,0,0,0,0
10040061001,1,0,0,1,0,0,0,0,0
10040100001,0,0,0,1,0,0,0,0,0
10040102001,1,0,0,1,0,0,0,0,0
10040104001,0,0,0,1,1,0,0,0,0
10040185001,0,0,0,1,0,0,0,0,0
10040199001,1,0,0,1,0,0,0,0,0
10040200001,1,0,0,1,1,0,0,0,0
10040212001,1,0,1,0,0,0,0,0,0
10040222001,0,0,1,1,0,0,0,0,0
10040227001,1,0,0,0,0,0,0,0,0
10040242001,1,0,1,1,0,0,0,0,0
10040246001,1,0,1,1,0,0,1,0,0
10040264001,0,0,0,1,0,0,0,0,0
10040289001,0,0,1,0,0,0,0,0,0
10040303001,0,0,0,0,0,0,1,0,0
10040314001,1,0,1,1,0,0,0,0,0
10040329001,1,0,0,1,0,1,0,0,0
10040334001,1,0,0,0,0,0,0,0,0
10040353001,1,0,1,1,0,0,1,0,0
10040364001,1,0,0,0,0,0,0,0,0
10040400001,0,0,0,1,0,0,0,0,0
10040401001,0,0,0,1,0,0,0,0,0
10040403001,0,0,0,1,1,0,0,0,0
10040407001,1,0,0,1,0,0,0,0,0
10040444001,0,0,1,1,0,0,0,0,0
10040459001,0,0,1,1,0,0,0,0,0
10040466001,1,0,0,1,0,1,0,0,0
10040493001,1,0,0,0,0,1,0,0,0
10040529001,1,0,0,0,0,0,1,0,0
10040555001,1,0,1,1,0,0,0,0,0
10040621001,1,0,0,1,0,0,0,0,0
10040628001,1,0,0,0,0,0,0,0,0
10040635001,0,0,1,1,0,0,0,0,0
10040656001,1,0,0,1,0,0,0,0,0
10040664001,1,0,0,1,0,0,0,0,0
10040788001,1,0,1,1,0,0,0,0,0
10040841001,1,0,1,1,0,0,0,1,0
10040850001,0,0,0,1,0,1,0,0,0
10040862001,0,0,0,1,0,0,1,0,0
10040884001,1,0,1,1,0,0,0,0,0
10040885001,1,0,0,0,0,0,0,0,1
10040887001,1,0,0,0,0,0,0,0,0
10040916001,0,0,1,0,0,0,0,0,0
10040981001,1,0,0,0,0,1,0,0,0
10040982001,1,0,0,0,0,0,0,0,0
10040996001,0,0,0,1,0,0,0,0,0
10041011001,1,0,0,0,0,0,0,0,0
10041050001,1,0,0,1,0,0,0,0,0
10041068001,1,0,1,1,0,0,0,0,0
10041077001,0,0,1,1,0,0,0,0,0
10041091001,0,1,0,0,0,0,0,0,0
10041096001,1,0,0,1,0,0,0,0,0
10041110001,1,0,0,1,0,0,0,0,0
10041116001,0,0,1,1,0,0,0,0,0
10041121001,0,0,0,1,0,0,0,0,0
10041182001,0,1,0,0,0,0,0,0,0
10041214001,1,0,0,0,0,0,1,0,0
10041215001,0,0,0,1,0,0,0,0,0
10041225001,1,0,0,0,0,0,0,0,0
10041231001,0,0,0,1,0,0,0,0,0
10041256001,1,0,1,1,0,0,0,0,0
10041286001,1,0,0,1,0,1,0,0,0
10041288001,1,0,0,1,0,0,0,0,0
10041297001,1,0,0,0,0,0,0,0,0
10041298001,1,1,1,1,0,0,0,0,0
10041307001,1,0,0,0,0,0,0,0,0
10041492001,1,1,0,0,0,0,0,0,0
10041498001,1,0,1,1,0,1,0,0,0
10041548001,1,0,1,1,0,0,1,0,0
10041563001,0,0,0,1,0,0,0,0,0
10041578001,1,0,0,1,0,0,0,0,0
10041594001,1,0,0,0,0,0,0,0,0
10041606001,1,0,1,1,0,0,0,0,0
10041624001,0,0,0,1,0,0,1,0,0
10041660001,0,0,1,1,0,0,0,0,0
10041667001,1,0,0,0,0,0,1,0,0
10041706001,0,0,1,0,0,1,0,0,0
10041723001,1,0,1,1,0,0,0,0,0
10041724001,1,0,0,0,0,0,0,0,0
10041846001,0,0,1,1,0,0,0,0,0
10041886001,0,0,0,1,0,0,0,0,0
10041891001,1,0,0,1,0,0,0,0,0
10041893001,1,0,1,1,0,0,0,0,0
10041894001,1,0,1,1,0,0,0,0,0
10041896001,1,0,1,1,0,0,0,0,0
10041902001,0,0,1,1,0,0,0,0,0
10041904001,0,0,1,1,0,0,0,0,0
10041955001,1,0,0,1,0,0,0,0,0
10041972001,0,0,0,0,0,0,1,0,0
10041985001,0,0,0,1,0,0,0,0,0
10042008001,0,0,0,1,0,0,0,0,0
10042060001,1,0,0,1,0,0,0,0,0
10042092001,0,0,1,1,1,0,0,0,0
10042126001,0,0,0,1,1,0,0,0,0
10042127001,0,0,0,0,0,0,1,0,0
10042196001,0,0,0,1,0,0,0,0,0
10042214001,1,0,0,1,0,0,0,0,0
10042229001,0,1,0,1,0,0,0,0,0
10042351001,1,0,0,0,0,0,0,0,0
10042359001,1,0,0,0,0,0,0,0,0
10042392001,1,0,1,1,0,0,0,0,0
10042470001,1,0,0,1,0,0,0,0,0
10042474001,1,0,0,0,0,1,1,0,0
10042491001,0,0,0,0,0,0,1,0,0
10042504001,1,0,1,1,0,0,0,0,0
10042513001,0,0,0,1,0,0,0,0,0
10042528001,0,0,1,0,0,0,1,0,1
10042560001,1,0,0,0,0,0,0,0,0
10042651001,0,0,0,1,0,0,0,0,0
10042656001,0,0,0,1,0,0,0,0,0
10042659001,0,1,0,1,0,0,0,0,0
10042660001,0,0,0,1,1,0,0,0,0
10042665001,1,0,0,0,0,0,0,0,0
10042755001,1,0,1,1,0,0,0,0,0
10042756001,0,1,0,1,0,0,0,0,0
10042830001,1,0,0,0,0,0,0,0,0
10042874001,0,0,0,1,1,0,0,0,0
10042893001,0,0,0,1,0,0,0,0,0
10042908001,1,0,0,1,0,1,1,0,0
10042916001,1,0,0,0,0,0,0,0,0
10042969001,0,0,1,1,0,0,0,0,0
10043013001,0,0,0,1,0,0,0,0,0
10043035001,0,0,0,1,0,0,0,0,0
10043070001,0,0,0,1,0,0,1,0,0
10043078001,1,0,1,1,1,0,0,0,0
10043091001,0,0,0,0,0,0,0,0,1
10043097001,0,0,0,1,0,0,0,0,0
10043113001,0,0,0,1,0,0,0,0,0
10043157001,0,0,0,1,1,0,0,0,0
10043166001,1,0,1,0,0,0,1,0,0
10043182001,1,0,1,1,0,0,0,0,0
10043187001,1,0,0,1,1,0,0,0,0
10043192001,1,0,0,0,0,0,0,0,0
10043241001,0,0,0,1,0,0,0,0,0
10043255001,1,0,1,1,0,0,0,0,0
10043293001,0,0,0,1,0,0,0,0,0
10043325001,0,0,0,1,1,0,0,0,0
10043479001,0,0,1,1,1,0,0,0,0
10043487001,0,0,1,1,0,1,0,0,0
10043572001,1,0,1,0,1,0,0,0,0
10043594001,1,0,1,0,0,0,0,0,0
10043599001,1,0,0,0,0,0,1,0,0
10043645001,1,0,1,1,0,0,1,0,0
10043650001,1,0,1,1,0,0,0,0,0
10043652001,1,0,0,0,0,1,0,0,0
10043668001,0,0,0,1,0,0,0,0,0
10043679001,1,0,1,1,0,0,1,0,0
10043684001,0,0,0,1,1,0,0,0,0
10043687001,1,0,0,1,0,0,1,0,0
10043724001,0,0,1,1,0,0,0,0,0
10043791001,0,0,1,1,0,0,0,0,0
10043909001,0,0,0,1,0,0,0,0,0
10043915001,1,0,1,1,1,0,0,0,0
10043926001,0,0,1,1,0,0,1,0,0
10043938001,0,0,0,1,1,0,0,0,0
10043970001,1,0,1,1,0,0,0,0,0
10043978001,0,0,1,1,1,0,0,0,0
10043981001,0,0,0,1,0,0,0,0,0
10044010001,1,0,0,1,0,0,0,0,0
10044069001,0,0,0,1,0,0,0,0,0
10044076001,1,0,0,0,0,0,0,0,0
10044093001,1,0,0,1,0,0,0,0,0
10044134001,1,0,0,0,0,0,0,0,0
10044141001,1,0,1,1,0,0,0,0,0
10044168001,0,1,0,1,0,0,0,0,0
10044208001,0,0,0,1,0,0,0,0,0
10044234001,1,0,0,1,0,0,0,0,0
10044267001,0,0,0,1,1,0,0,0,0
10044284001,0,0,0,1,0,0,0,0,0
10044294001,1,0,0,0,0,0,0,0,0
10044296001,1,0,0,1,0,0,0,0,0
10044302001,0,0,0,1,0,0,0,0,0
10044357001,1,1,1,1,0,0,0,0,0
10044374001,0,0,1,1,0,0,0,0,0
10044375001,1,0,1,0,0,0,1,0,0
10044376001,1,0,0,1,1,0,0,0,0
10044423001,0,1,0,0,0,0,1,0,0
10044455001,0,0,0,1,0,0,0,0,0
10044460001,1,0,0,1,0,0,0,0,0
10044463001,1,0,1,1,0,0,0,0,0
10044468001,0,0,0,1,0,0,0,0,0
10044469001,0,0,0,0,0,0,1,0,0
10044475001,1,0,0,0,0,0,0,0,0
10044477001,0,0,0,1,0,0,0,0,0
10044515001,0,0,0,1,0,0,0,0,0
10044532001,1,0,0,1,0,0,0,0,0
10044533001,0,0,0,1,0,0,0,0,0
10044540001,1,0,0,0,0,0,0,0,0
10044541001,0,0,1,1,0,0,0,0,0
10044557001,0,0,1,1,0,0,0,0,0
10044575001,1,0,0,0,0,0,0,0,0
10044603001,1,1,1,1,0,0,0,0,0
10044619001,0,0,0,1,0,0,0,0,0
10044637001,0,0,1,1,0,0,0,0,0
10044653001,0,0,0,1,0,0,1,0,0
10044659001,1,0,1,1,0,0,0,0,0
10044672001,0,0,0,0,0,0,1,0,0
10044676001,0,0,0,0,0,0,1,0,0
10044679001,0,0,0,1,0,0,0,0,1
10044682001,1,0,0,0,0,0,0,0,0
10044685001,0,1,1,1,0,0,0,0,0
10044692001,1,0,0,1,0,0,0,0,0
10044702001,1,0,1,1,0,0,0,0,0
10044724001,1,1,1,1,0,0,0,0,0
10044725001,0,0,0,1,0,0,0,0,0
10044730001,0,1,0,0,0,0,0,0,0
10044779001,1,0,1,1,0,0,0,0,0
10044790001,1,0,0,0,0,0,0,0,0
10044808001,1,0,0,1,0,1,1,0,0
10044837001,0,1,0,1,0,0,0,0,0
10044839001,0,0,0,1,0,0,0,0,0
10044864001,0,1,0,1,0,0,1,0,0
10044926001,1,1,0,1,0,0,0,0,0
10044962001,1,0,0,1,0,0,0,0,0
10044989001,0,0,1,1,0,0,0,0,0
10045009001,1,0,0,1,1,0,0,1,0
10045029001,1,0,0,0,0,0,0,0,0
10045061001,0,0,0,1,0,0,0,0,0
10045064001,0,0,0,1,0,0,0,0,0
10045071001,0,0,0,1,0,0,0,0,0
10045076001,1,0,0,1,0,0,0,0,0
10045102001,1,0,1,1,0,0,0,0,0
10045121001,0,0,0,1,0,0,0,0,0
10045151001,1,0,0,0,0,0,1,0,0
10045163001,1,0,1,1,0,1,0,0,0
10045165001,1,0,0,0,0,0,0,0,0
10045211001,0,0,0,1,0,0,0,0,0
10045218001,0,1,1,0,0,0,0,0,0
10045235001,0,0,1,1,0,0,0,0,0
10045271001,1,0,0,1,0,0,0,0,0
10045281001,1,0,1,1,0,0,0,0,0
10045373001,0,1,1,1,0,0,1,0,0
10045397001,0,0,1,1,0,0,0,0,0
10045409001,1,0,0,1,0,0,0,0,0
10045431001,0,0,1,1,0,0,0,0,0
10045432001,0,0,0,1,0,0,0,0,0
10045439001,0,0,0,0,0,1,0,0,0
10045448001,0,0,1,0,0,0,0,0,0
10045455001,1,0,1,1,0,0,0,0,0
10045474001,1,0,1,1,0,0,0,0,0
10045482001,1,0,1,1,0,0,1,0,0
10045483001,1,0,0,1,0,0,0,1,0
10045486001,1,0,0,1,0,0,0,0,0
10045498001,1,0,1,1,0,0,0,1,0
10045503001,0,1,0,0,0,0,0,0,0
10045521001,1,0,0,0,0,0,0,0,0
10045581001,1,0,1,1,0,0,0,0,0
10045585001,1,0,1,1,0,0,0,0,0
10045609001,1,0,1,1,0,1,0,0,0
10045618001,1,0,0,1,0,0,0,0,0
10045627001,1,0,1,1,0,0,0,0,0
10045629001,1,0,0,0,0,0,0,0,0
10045650001,0,0,0,1,0,0,0,0,0
10045693001,1,0,1,1,0,0,0,0,0
10045715001,0,0,1,1,0,0,0,0,0
10045719001,1,0,0,0,0,0,0,0,0
10045728001,1,0,0,0,0,0,0,0,0
10045785001,1,0,0,1,0,0,0,0,0
10045824001,1,0,0,1,0,0,0,0,0
10045825001,1,0,0,0,0,0,0,0,0
10045847001,1,0,0,1,1,0,0,0,0
10045857001,1,0,0,1,0,0,0,0,0
10045858001,0,0,1,1,0,0,0,0,0
10045908001,1,0,0,1,0,0,0,0,0
10045922001,0,0,1,1,0,0,1,0,0
10045924001,0,0,0,1,0,0,0,0,0
10045942001,1,0,0,1,0,0,0,0,0
10045945001,0,0,0,1,0,0,0,0,0
10045947001,1,0,0,1,0,0,0,0,0
10045961001,0,0,0,1,0,0,0,0,0
10045980001,1,0,0,1,0,0,0,0,0
10046007001,0,0,1,0,0,0,0,0,0
10046010001,0,0,0,1,0,0,0,0,0
10046023001,1,0,1,1,1,0,0,0,0
10046027001,1,0,0,1,0,0,0,0,0
10046029001,1,0,0,1,0,0,0,0,0
10046035001,0,0,0,1,0,0,0,0,0
10046055001,1,0,1,1,0,1,0,0,0
10046061001,1,0,1,1,0,0,1,0,0
10046063001,1,0,1,1,0,0,0,0,0
10046078001,1,0,0,0,0,0,0,0,0
10046101001,1,0,0,1,0,0,0,0,0
10046119001,0,0,0,1,1,0,0,0,0
10046126001,0,0,0,1,0,1,1,0,0
10046133001,1,0,1,1,0,0,0,0,0
10046152001,0,0,0,1,0,0,0,0,0
10046153001,0,0,1,1,0,0,0,0,0
10046155001,0,0,0,1,0,0,0,0,0
10046171001,1,0,1,1,0,0,0,0,0
10046174001,1,0,0,0,0,1,1,0,0
10046182001,1,0,0,1,1,0,0,0,0
10046184001,1,0,0,1,0,0,0,0,0
10046247001,0,0,0,1,0,0,0,0,0
10046269001,1,0,0,1,0,0,0,0,1
10046274001,0,0,1,1,0,0,0,0,0
10046296001,1,0,1,1,0,0,1,0,0
10046310001,1,0,1,1,0,0,1,0,0
10046325001,1,0,1,1,0,0,0,0,0
10046342001,1,0,1,1,1,0,0,0,0
10046373001,0,0,0,1,0,0,0,0,0
10046419001,1,0,1,1,0,0,0,0,0
10046451001,0,0,0,1,0,0,0,0,0
10046471001,0,0,1,1,0,0,0,0,0
10046493001,0,1,0,1,0,0,0,0,0
10046512001,1,0,0,1,1,0,0,0,0
10046563001,1,0,0,1,0,1,1,0,0
10046578001,0,0,1,1,1,0,0,0,0
10046603001,1,0,0,1,0,0,0,0,0
10046634001,1,0,0,0,0,0,0,0,0
10046639001,1,0,0,1,1,0,0,0,0
10046640001,1,0,0,1,0,0,1,0,0
10046645001,1,0,0,1,0,0,0,0,0
10046660001,0,0,0,1,0,0,0,0,0
10046670001,0,0,1,1,0,1,0,0,0
10046677001,0,0,0,1,0,0,0,0,0
10046697001,1,0,0,1,0,0,0,0,0
10046702001,1,0,0,1,1,0,0,0,0
10046711001,0,0,0,1,0,0,0,0,0
10046748001,1,0,1,1,0,0,0,0,0
10046768001,0,0,1,1,0,0,0,0,0
10046770001,1,0,0,1,0,0,0,0,0
10046777001,0,0,0,1,0,0,0,0,0
10046797001,1,0,0,0,0,0,0,0,0
10046806001,0,0,1,0,0,0,0,0,0
10046831001,0,0,0,1,0,0,1,0,0
10046850001,1,0,0,0,0,0,0,0,0
10046899001,0,0,0,1,0,0,0,0,0
10046906001,1,0,0,1,0,0,0,0,0
